,ID,Case Number,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,SplitDate,Time,AM/PM,SplitMonth,SplitDay,SplitYear
220,10757717,HZ520927,004XX W NORTH AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,TRUE,FALSE,1813,18,43,7,08B,1173152,1910960,2016,11/25/2016 03:52:04 PM,41.91110288,-87.63932921,"(41.911102883, -87.639329207)",11/18/2016,6:45:00,PM,11,18,2016
221,10757719,HZ520735,036XX E 114TH ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,433,4,10,52,08B,1202039,1829985,2016,11/25/2016 03:52:04 PM,41.68821405,-87.53597039,"(41.688214048, -87.53597039)",11/18/2016,3:05:00,PM,11,18,2016
222,10757720,HZ520863,002XX N LOWER MICHIGAN AVE,810,THEFT,OVER $500,DRUG STORE,FALSE,FALSE,114,1,42,32,6,1177258,1901860,2016,11/25/2016 03:52:04 PM,41.8860399,-87.62452154,"(41.886039903, -87.624521539)",11/18/2016,4:00:00,PM,11,18,2016
223,10757723,HZ520961,022XX W NORTH AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1424,14,1,24,6,1161362,1910608,2016,11/25/2016 03:52:04 PM,41.91039058,-87.68265133,"(41.910390576, -87.682651328)",11/18/2016,8:30:00,AM,11,18,2016
224,10757725,HZ520352,025XX W CERMAK RD,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1034,10,25,31,6,1159883,1889319,2016,11/25/2016 03:52:04 PM,41.85200228,-87.68867208,"(41.852002281, -87.688672081)",11/18/2016,11:50:00,AM,11,18,2016
225,10757726,HZ520305,020XX W PIERCE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1424,14,1,24,5,1162544,1910240,2016,11/25/2016 03:52:04 PM,41.90935607,-87.67831944,"(41.90935607, -87.678319441)",11/18/2016,11:00:00,AM,11,18,2016
226,10757727,HZ520880,059XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1513,15,29,25,14,1136480,1898052,2016,11/25/2016 03:52:04 PM,41.87641689,-87.77435989,"(41.876416888, -87.774359892)",11/18/2016,6:45:00,PM,11,18,2016
227,10757748,HZ520870,054XX S KARLOV AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,815,8,23,62,5,1149958,1868249,2016,11/25/2016 03:52:04 PM,41.79438198,-87.72564674,"(41.794381977, -87.725646738)",11/18/2016,3:45:00,PM,11,18,2016
228,10757750,HZ520898,035XX S RHODES AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,212,2,4,35,26,1180172,1881335,2016,11/25/2016 03:52:04 PM,41.82965153,-87.6144519,"(41.829651528, -87.614451899)",11/18/2016,6:22:00,PM,11,18,2016
229,10757751,HZ520566,004XX W 77TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,621,6,17,69,26,1174747,1853874,2016,11/25/2016 03:52:04 PM,41.75441855,-87.6351742,"(41.754418547, -87.635174198)",11/18/2016,9:00:00,AM,11,18,2016
230,10757752,HZ520698,078XX S KINGSTON AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,421,4,7,43,04B,1194549,1853496,2016,11/25/2016 03:52:04 PM,41.75291741,-87.56261959,"(41.75291741, -87.562619593)",11/18/2016,4:42:00,PM,11,18,2016
231,10757756,HZ520994,026XX N ELSTON AVE,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,1432,14,1,22,6,1160867,1917657,2016,11/25/2016 03:52:04 PM,41.92974382,-87.68427378,"(41.929743818, -87.684273777)",11/18/2016,5:20:00,PM,11,18,2016
232,10757758,HZ521002,021XX N ALBANY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1414,14,35,22,14,1155178,1913920,2016,11/25/2016 03:52:04 PM,41.91960547,-87.70527995,"(41.919605467, -87.705279945)",11/18/2016,8:00:00,PM,11,18,2016
233,10757759,HZ520998,033XX N SEMINARY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,1924,19,44,6,11,1168356,1922410,2016,11/25/2016 03:52:04 PM,41.94262741,-87.65661598,"(41.942627409, -87.656615984)",11/18/2016,5:40:00,PM,11,18,2016
234,10757762,HZ520988,131XX S ST LAWRENCE AVE,460,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,533,5,9,54,08B,1182580,1818384,2016,11/25/2016 03:52:04 PM,41.65685141,-87.60756506,"(41.65685141, -87.607565057)",11/18/2016,11:43:00,AM,11,18,2016
235,10757763,HZ520913,009XX E 54TH PL,330,ROBBERY,AGGRAVATED,STREET,FALSE,FALSE,233,2,5,41,3,1183599,1869273,2016,11/25/2016 03:52:04 PM,41.79647313,-87.60225494,"(41.796473125, -87.602254944)",11/18/2016,6:20:00,PM,11,18,2016
236,10757767,HZ520978,011XX N HAMLIN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1112,11,27,23,18,1150840,1907275,2016,11/25/2016 03:52:04 PM,41.90145703,-87.72139268,"(41.901457033, -87.721392676)",11/18/2016,7:16:00,PM,11,18,2016
237,10757768,HZ521022,032XX N LARAMIE AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1634,16,30,15,6,1141133,1920952,2016,11/25/2016 03:52:04 PM,41.93917266,-87.75671013,"(41.93917266, -87.756710134)",11/18/2016,12:00:00,PM,11,18,2016
238,10757770,HZ520908,028XX N MELVINA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,2511,25,29,19,14,1134584,1918177,2016,11/25/2016 03:52:04 PM,41.93167611,-87.78084559,"(41.931676109, -87.780845594)",11/18/2016,7:03:00,PM,11,18,2016
239,10757773,HZ520905,095XX S LOOMIS ST,820,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,2213,22,21,73,6,1168700,1841577,2016,11/25/2016 03:52:04 PM,41.72080634,-87.65768834,"(41.720806344, -87.65768834)",11/18/2016,5:00:00,PM,11,18,2016
240,10757777,HZ521003,052XX N BROADWAY,890,THEFT,FROM BUILDING,DRUG STORE,FALSE,FALSE,2013,20,48,77,6,1167371,1934848,2016,11/25/2016 03:52:04 PM,41.97677903,-87.65987702,"(41.976779033, -87.659877015)",11/18/2016,7:35:00,PM,11,18,2016
241,10757778,HZ520965,025XX S AVERS AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,FALSE,FALSE,1013,10,22,30,3,1151116,1886794,2016,11/25/2016 03:52:04 PM,41.84524947,-87.72091564,"(41.845249471, -87.720915641)",11/18/2016,7:10:00,PM,11,18,2016
242,10757781,HZ520756,002XX W WASHINGTON ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,FALSE,FALSE,122,1,42,32,26,1174561,1900806,2016,11/25/2016 03:52:04 PM,41.88320837,-87.63445694,"(41.883208368, -87.634456935)",11/18/2016,2:00:00,PM,11,18,2016
243,10757782,HZ520934,021XX N AVERS AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,2525,25,26,22,5,1150367,1913866,2016,11/25/2016 03:52:04 PM,41.91955261,-87.72295779,"(41.91955261, -87.722957787)",11/18/2016,7:00:00,AM,11,18,2016
244,10757784,HZ520781,062XX S ROCKWELL ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,825,8,15,66,08B,1160109,1863284,2016,11/25/2016 03:52:04 PM,41.7805544,-87.6885596,"(41.780554403, -87.688559598)",11/18/2016,5:25:00,PM,11,18,2016
245,10757787,HZ520862,063XX S DR MARTIN LUTHER KING JR DR,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,APARTMENT,TRUE,FALSE,312,3,20,69,26,1180014,1862897,2016,11/25/2016 03:52:04 PM,41.77905969,-87.6155965,"(41.779059693, -87.615596501)",11/18/2016,6:10:00,PM,11,18,2016
246,10757788,HZ521018,118XX S VINCENNES AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,2212,22,34,75,26,1165186,1826301,2016,11/25/2016 03:52:04 PM,41.67896139,-87.67098968,"(41.678961386, -87.670989675)",11/18/2016,3:00:00,AM,11,18,2016
247,10757789,HZ520989,058XX S MORGAN ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,712,7,16,68,26,1170636,1866288,2016,11/25/2016 03:52:04 PM,41.78857464,-87.64987818,"(41.78857464, -87.649878179)",11/18/2016,8:01:00,PM,11,18,2016
248,10757790,HZ520643,062XX S AUSTIN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,812,8,23,64,6,1137478,1862646,2016,11/25/2016 03:52:04 PM,41.77923932,-87.7715456,"(41.779239318, -87.771545602)",11/18/2016,4:12:00,PM,11,18,2016
249,10757792,HZ520627,064XX S MAPLEWOOD AVE,031A,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,FALSE,FALSE,825,8,15,66,3,1160479,1861966,2016,11/25/2016 03:52:04 PM,41.77693001,-87.68723941,"(41.776930006, -87.687239409)",11/18/2016,3:40:00,PM,11,18,2016
250,10757793,HZ520621,046XX N ELSTON AVE,890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,1722,17,39,14,6,1146385,1930786,2016,11/25/2016 03:52:04 PM,41.9660594,-87.73715599,"(41.966059402, -87.737155987)",11/18/2016,2:00:00,PM,11,18,2016
251,10757797,HZ521046,021XX W POLK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1225,12,25,28,14,1162430,1896420,2016,11/25/2016 03:52:04 PM,41.87143525,-87.6791253,"(41.871435252, -87.679125299)",11/18/2016,12:40:00,PM,11,18,2016
252,10757798,HZ520780,050XX S BLACKSTONE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,222,2,4,39,08B,1186774,1871922,2016,11/25/2016 03:52:04 PM,41.80366749,-87.59052817,"(41.803667488, -87.590528166)",11/18/2016,4:20:00,PM,11,18,2016
253,10757799,HZ521010,064XX N WINTHROP AVE,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PRIVATE, BUILDING",TRUE,FALSE,2432,24,49,1,26,1167795,1943187,2016,11/25/2016 03:52:04 PM,41.99965228,-87.65807601,"(41.999652284, -87.658076005)",11/18/2016,7:01:00,PM,11,18,2016
254,10757800,HZ520982,065XX S COTTAGE GROVE AVE,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,321,3,20,42,26,1182687,1861807,2016,11/25/2016 03:52:04 PM,41.77600699,-87.60583094,"(41.776006991, -87.605830944)",11/18/2016,7:20:00,PM,11,18,2016
255,10757801,HZ521056,059XX W CORTLAND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2531,25,29,25,14,1136290,1911837,2016,11/25/2016 03:52:04 PM,41.91424809,-87.77472799,"(41.914248085, -87.774727986)",11/18/2016,9:00:00,PM,11,18,2016
256,10757803,HZ520290,076XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,TRUE,612,6,17,71,14,1170969,1854130,2016,11/25/2016 03:52:04 PM,41.75520434,-87.6490119,"(41.75520434, -87.649011899)",11/18/2016,12:00:00,PM,11,18,2016
257,10757804,HZ520363,063XX S RICHMOND ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,823,8,15,66,3,1157807,1862387,2016,11/25/2016 03:52:04 PM,41.77813996,-87.69702354,"(41.778139962, -87.697023536)",11/18/2016,12:50:00,PM,11,18,2016
258,10757805,HZ520907,016XX S HARDING AVE,810,THEFT,OVER $500,SIDEWALK,FALSE,TRUE,1014,10,24,29,6,1150325,1891543,2016,11/25/2016 03:52:04 PM,41.85829676,-87.72369481,"(41.858296757, -87.723694812)",11/18/2016,6:35:00,PM,11,18,2016
259,10757806,HZ520990,014XX W 47TH ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,924,9,3,61,6,1167567,1873583,2016,11/25/2016 03:52:04 PM,41.80865936,-87.66092185,"(41.808659359, -87.660921846)",11/18/2016,6:45:00,PM,11,18,2016
260,10757807,HZ521030,034XX N NARRAGANSETT AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1632,16,36,17,5,1133094,1922083,2016,11/25/2016 03:52:04 PM,41.94242083,-87.7862296,"(41.942420832, -87.786229599)",11/18/2016,7:55:00,PM,11,18,2016
261,10757808,HZ520838,054XX S LAFLIN ST,031A,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,934,9,16,61,3,1167258,1868759,2016,11/25/2016 03:52:04 PM,41.79542838,-87.66219334,"(41.795428379, -87.662193344)",11/18/2016,5:57:00,PM,11,18,2016
262,10757810,HZ521042,006XX W 43RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,925,9,11,61,14,1172748,1876057,2016,11/25/2016 03:52:04 PM,41.81533545,-87.64184611,"(41.815335451, -87.641846106)",11/18/2016,8:35:00,PM,11,18,2016
263,10757811,HZ520546,092XX S LAFAYETTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,634,6,21,49,14,1177555,1843787,2016,11/25/2016 03:52:04 PM,41.72667559,-87.625188,"(41.726675591, -87.625187996)",11/18/2016,2:50:00,PM,11,18,2016
264,10757812,HZ520706,080XX S MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,611,6,21,71,08B,1166742,1851332,2016,11/25/2016 03:52:04 PM,41.74761746,-87.66458244,"(41.747617457, -87.664582442)",11/18/2016,4:54:00,PM,11,18,2016
265,10757817,HZ520790,007XX E 92ND PL,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,633,6,9,44,04A,1182718,1843800,2016,11/25/2016 03:52:04 PM,41.72659315,-87.60627513,"(41.726593154, -87.606275126)",11/18/2016,5:45:00,PM,11,18,2016
266,10757818,HZ520750,071XX S HALSTED ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,733,7,6,68,08B,1172204,1857448,2016,11/25/2016 03:52:04 PM,41.7642823,-87.64438858,"(41.7642823, -87.644388581)",11/18/2016,4:50:00,PM,11,18,2016
267,10757819,HZ521061,067XX S MORGAN ST,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,724,7,17,68,6,1170803,1860231,2016,11/25/2016 03:52:04 PM,41.77194987,-87.64944248,"(41.771949874, -87.649442482)",11/18/2016,8:00:00,PM,11,18,2016
268,10757820,HZ521033,109XX S AVENUE O,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,432,4,10,52,08A,1200888,1833003,2016,11/25/2016 03:52:04 PM,41.69652488,-87.54008226,"(41.696524877, -87.540082262)",11/18/2016,8:18:00,PM,11,18,2016
269,10757821,HZ520887,016XX W 59TH ST,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,715,7,15,67,3,1166240,1865581,2016,11/25/2016 03:52:04 PM,41.78672931,-87.66601684,"(41.786729308, -87.666016839)",11/18/2016,6:30:00,PM,11,18,2016
270,10757822,HZ520921,014XX E 76TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,411,4,5,43,14,1187073,1854885,2016,11/25/2016 03:52:04 PM,41.75690947,-87.58997175,"(41.756909466, -87.589971748)",11/18/2016,6:50:00,PM,11,18,2016
271,10757823,HZ521053,017XX W POLK ST,870,THEFT,POCKET-PICKING,CTA STATION,FALSE,FALSE,1231,12,2,28,6,1164894,1896489,2016,11/25/2016 03:52:04 PM,41.87157271,-87.67007707,"(41.871572705, -87.670077068)",11/18/2016,8:23:00,PM,11,18,2016
272,10757824,HZ521001,064XX S LOWE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,723,7,20,68,3,1173142,1862285,2016,11/25/2016 03:52:04 PM,41.77753493,-87.64080783,"(41.777534928, -87.640807833)",11/18/2016,7:50:00,PM,11,18,2016
273,10757825,HZ521051,049XX W MAYPOLE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,1532,15,28,25,18,1143209,1901004,2016,11/25/2016 03:52:04 PM,41.88439463,-87.74957916,"(41.884394626, -87.74957916)",11/18/2016,7:50:00,PM,11,18,2016
274,10757826,HZ520924,063XX S HALSTED ST,2820,OTHER OFFENSE,TELEPHONE THREAT,GROCERY FOOD STORE,FALSE,FALSE,723,7,20,68,26,1172055,1862918,2016,11/25/2016 03:52:04 PM,41.77929591,-87.64477419,"(41.779295906, -87.644774188)",11/18/2016,6:28:00,PM,11,18,2016
275,10757828,HZ520710,015XX N DAMEN AVE,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,TRUE,FALSE,1424,14,1,24,26,1162780,1910421,2016,11/25/2016 03:52:04 PM,41.9098478,-87.6774474,"(41.909847799, -87.677447398)",11/18/2016,4:00:00,PM,11,18,2016
276,10757829,HZ521024,076XX S PEORIA ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,621,6,17,71,6,1171627,1854284,2016,11/25/2016 03:52:04 PM,41.75561255,-87.646596,"(41.755612548, -87.646596004)",11/18/2016,7:30:00,PM,11,18,2016
277,10757830,HZ520689,020XX W 63RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,726,7,15,67,14,1163899,1862858,2016,11/25/2016 03:52:04 PM,41.77930658,-87.67467669,"(41.779306579, -87.674676688)",11/18/2016,3:50:00,PM,11,18,2016
278,10757832,HZ520496,028XX N SHEFFIELD AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1933,19,44,6,08B,1169121,1919199,2016,11/25/2016 03:52:04 PM,41.93379968,-87.65389781,"(41.933799675, -87.653897806)",11/18/2016,2:40:00,PM,11,18,2016
279,10757833,HZ520943,007XX E 92ND PL,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,633,6,9,44,3,1182718,1843800,2016,11/25/2016 03:52:04 PM,41.72659315,-87.60627513,"(41.726593154, -87.606275126)",11/18/2016,7:30:00,PM,11,18,2016
280,10757834,HZ520719,013XX W GRAND AVE,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,1215,12,27,24,08B,1167135,1903599,2016,11/25/2016 03:52:04 PM,41.89103528,-87.66164521,"(41.891035277, -87.661645206)",11/18/2016,3:45:00,PM,11,18,2016
281,10757849,HZ521014,072XX S MICHIGAN AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,323,3,6,69,5,1178413,1857135,2016,11/25/2016 03:52:04 PM,41.76328467,-87.62164067,"(41.763284674, -87.621640669)",11/18/2016,6:00:00,AM,11,18,2016
282,10757851,HZ521080,058XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,233,2,20,40,6,1182574,1866427,2016,11/25/2016 03:52:04 PM,41.78868732,-87.60610195,"(41.788687315, -87.606101948)",11/18/2016,8:15:00,PM,11,18,2016
283,10757852,HZ520997,058XX W DIVISION ST,1020,ARSON,BY FIRE,OTHER,FALSE,FALSE,2531,25,29,25,9,1136983,1907394,2016,11/25/2016 03:52:04 PM,41.90204354,-87.77228874,"(41.902043543, -87.772288739)",11/18/2016,7:38:00,PM,11,18,2016
284,10757853,HZ520891,063XX S HALSTED ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,723,7,20,68,08B,1172055,1862918,2016,11/25/2016 03:52:04 PM,41.77929591,-87.64477419,"(41.779295906, -87.644774188)",11/18/2016,6:25:00,PM,11,18,2016
285,10757855,HZ520725,007XX E 65TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,321,3,20,42,14,1182463,1862081,2016,11/25/2016 03:52:04 PM,41.77676407,-87.60664361,"(41.77676407, -87.606643613)",11/18/2016,4:30:00,PM,11,18,2016
286,10757856,HZ520695,035XX S RHODES AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,CHA HALLWAY/STAIRWELL/ELEVATOR,FALSE,FALSE,212,2,4,35,26,1180172,1881335,2016,11/25/2016 03:52:04 PM,41.82965153,-87.6144519,"(41.829651528, -87.614451899)",11/18/2016,2:30:00,PM,11,18,2016
287,10757857,HZ521040,046XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,1722,17,45,15,6,1144295,1926174,2016,11/25/2016 03:52:04 PM,41.95344334,-87.74495705,"(41.953443342, -87.744957048)",11/18/2016,7:50:00,PM,11,18,2016
288,10757858,HZ520981,015XX E 67TH ST,557,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,DRUG STORE,TRUE,FALSE,332,3,5,43,04A,1187705,1860871,2016,11/25/2016 03:52:04 PM,41.77332057,-87.58746538,"(41.773320568, -87.587465382)",11/18/2016,7:30:00,PM,11,18,2016
289,10757859,HZ521066,063XX S INGLESIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,314,3,20,42,14,1183814,1863192,2016,11/25/2016 03:52:04 PM,41.77978132,-87.6016563,"(41.77978132, -87.601656303)",11/18/2016,7:15:00,AM,11,18,2016
290,10757860,HZ520928,074XX S MICHIGAN AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,323,3,6,69,5,1178446,1855753,2016,11/25/2016 03:52:04 PM,41.75949156,-87.62156163,"(41.759491564, -87.621561631)",11/18/2016,6:30:00,PM,11,18,2016
291,10757861,HZ521063,018XX S HALSTED ST,880,THEFT,PURSE-SNATCHING,CTA BUS,FALSE,FALSE,1235,12,25,31,6,1171316,1891577,2016,11/25/2016 03:52:04 PM,41.85795522,-87.64664378,"(41.857955218, -87.646643775)",11/18/2016,2:00:00,PM,11,18,2016
292,10757862,HZ520952,067XX S STONY ISLAND AVE,320,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,FALSE,FALSE,332,3,5,43,3,1188088,1860622,2016,11/25/2016 03:52:04 PM,41.77262817,-87.58606935,"(41.772628168, -87.586069346)",11/18/2016,7:08:00,PM,11,18,2016
293,10757863,HZ521099,025XX N NARRAGANSETT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,DEPARTMENT STORE,FALSE,FALSE,2512,25,36,19,14,1133315,1916277,2016,11/25/2016 03:52:04 PM,41.92648463,-87.78555366,"(41.926484632, -87.785553657)",11/18/2016,7:00:00,PM,11,18,2016
294,10757865,HZ521067,046XX W MC LEAN AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,TRUE,2522,25,31,19,6,1144984,1913218,2016,11/25/2016 03:52:04 PM,41.91787786,-87.74275229,"(41.917877864, -87.742752292)",11/18/2016,8:50:00,PM,11,18,2016
295,10757866,HZ521050,061XX N FAIRFIELD AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,2413,24,50,2,04A,1156893,1940551,2016,11/25/2016 03:52:04 PM,41.99264791,-87.69825365,"(41.992647908, -87.698253645)",11/18/2016,8:30:00,PM,11,18,2016
296,10757841,HZ520971,025XX W 26TH ST,291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,SIDEWALK,FALSE,FALSE,1034,10,12,31,2,1159901,1886687,2016,01/09/17 15:44,41.84477942,-87.68867853,"(41.844779421, -87.688678533)",11/18/2016,7:20:00,PM,11,18,2016
297,10757867,HZ521104,066XX S DAMEN AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,726,7,15,67,26,1164175,1860526,2016,11/25/2016 03:52:04 PM,41.77290145,-87.67373041,"(41.772901454, -87.673730413)",11/18/2016,8:56:00,PM,11,18,2016
298,10757868,HZ521089,103XX S EBERHART AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,TRUE,512,5,9,49,08B,1181404,1836529,2016,11/25/2016 03:52:04 PM,41.70667097,-87.61131176,"(41.706670971, -87.611311761)",11/18/2016,9:15:00,PM,11,18,2016
299,10757871,HZ521008,020XX W HARRISON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1225,12,2,28,6,1162983,1897371,2016,11/25/2016 03:52:04 PM,41.8740333,-87.67706833,"(41.874033297, -87.677068331)",11/18/2016,4:50:00,PM,11,18,2016
300,10757872,HZ520800,002XX N WELLS ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,122,1,42,32,5,1174694,1901831,2016,11/25/2016 03:52:04 PM,41.88601806,-87.63393788,"(41.886018055, -87.633937881)",11/18/2016,2:00:00,PM,11,18,2016
301,10757873,HZ521073,033XX W HARRISON ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,TRUE,FALSE,1134,11,24,27,26,1153993,1897159,2016,11/25/2016 03:52:04 PM,41.87363542,-87.71008119,"(41.873635421, -87.710081187)",11/18/2016,9:00:00,PM,11,18,2016
302,10757874,HZ519897,072XX S VINCENNES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,731,7,6,69,14,1176403,1857070,2016,11/25/2016 03:52:04 PM,41.76315171,-87.62900961,"(41.763151705, -87.629009613)",11/18/2016,3:30:00,AM,11,18,2016
303,10757875,HZ521059,007XX N HOMAN AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,1121,11,27,23,3,1153575,1904823,2016,11/25/2016 03:52:04 PM,41.89467454,-87.71141196,"(41.894674537, -87.711411964)",11/18/2016,8:57:00,PM,11,18,2016
304,10757876,HZ520684,0000X N KILDARE AVE,479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,TRUE,FALSE,1115,11,28,26,04B,1147721,1899855,2016,11/25/2016 03:52:04 PM,41.88115622,-87.73303987,"(41.881156221, -87.733039865)",11/18/2016,3:24:00,PM,11,18,2016
305,10757877,HZ521072,039XX W ARTHINGTON ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SMALL RETAIL STORE,TRUE,FALSE,1132,11,24,26,04A,1150160,1895742,2016,11/25/2016 03:52:04 PM,41.86982252,-87.72419111,"(41.869822522, -87.724191109)",11/18/2016,8:48:00,PM,11,18,2016
306,10757879,HZ521081,022XX N LEAMINGTON AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2522,25,31,19,5,1141688,1914402,2016,11/25/2016 03:52:04 PM,41.92118853,-87.75483276,"(41.921188532, -87.754832758)",11/18/2016,8:17:00,AM,11,18,2016
307,10757880,HZ521076,025XX S CALIFORNIA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1034,10,12,30,08B,1158105,1887165,2016,11/25/2016 03:52:04 PM,41.84612791,-87.69525658,"(41.846127911, -87.695256583)",11/18/2016,9:00:00,PM,11,18,2016
